položaj,ime,celina,država,ocena,višinska_razlika,proge,modre,rdeče,črne,žičnice
3037,Klínek – Předklášteří,Europe,Czech Republic,2.2,97.0,1.7,1.2,0.5,0.0,2
3037,Urnäsch – Osteregg,Europe,Switzerland,2.2,230.0,1.7,1.7,0.0,0.0,2
3037,Kometa – Vladivostok,Asia,Russia,2.2,153.0,1.7,1.0,0.7,0.0,3
3037,Feistritzsattel – Trattenbach,Europe,Austria,2.1,200.0,1.7,0.0,1.7,0.0,2
3037,Stanzach,Europe,Austria,2.1,109.0,1.7,1.0,0.7,0.0,3
3037,Bjørnestad,Europe,Norway,nan,200.0,1.7,1.0,0.0,0.7,nan
3037,Poľana,Europe,Slovakia,nan,136.0,1.7,1.5,0.2,0.0,3
3068,Salamandra Resort – Banska-Stiavnica,Europe,Slovakia,2.7,271.0,1.6,0.2,1.4,0.0,2
3068,Motai,Asia,Japan,2.4,80.0,1.6,0.4,0.5,0.7,nan
3068,Sunridge,North America,Canada,2.4,58.0,1.6,0.5,0.4,0.7,3
3068,Uenono,Asia,Japan,2.4,109.0,1.6,0.8,0.6,0.2,2
3068,Durmitor  (temporarily closed),Europe,Montenegro,2.4,468.0,1.6,1.0,0.4,0.2,nan
3068,Kanayasan,Asia,Japan,2.4,45.0,1.6,0.3,1.0,0.3,nan
3068,Ishiuchi Hanaoka  (temporarily closed),Asia,Japan,2.4,117.0,1.6,1.0,0.6,0.0,nan
3068,Mariánky – Mariánské Lázne,Europe,Czech Republic,2.4,110.0,1.6,1.0,0.6,0.0,3
3068,Capracotta,Europe,Italy,2.4,270.0,1.6,1.5,0.1,0.0,2
3068,Păltiniș,Europe,Romania,2.3,267.0,1.6,0.0,1.6,0.0,2
3068,Nikolaevskaya Sopka,Asia,Russia,nan,120.0,1.6,nan,nan,nan,2
3068,Lądek-Zdrój,Europe,Poland,2.3,130.0,1.6,1.0,0.6,0.0,6
3068,Buřín – Hodkovice nad Mohelkou,Europe,Czech Republic,2.2,85.0,1.6,0.6,0.5,0.5,nan
3068,Yxbacken,Europe,Sweden,2.2,107.0,1.6,0.8,0.4,0.4,3
3068,Kinnekullebacken  (temporarily closed),Europe,Sweden,2.2,110.0,1.6,0.6,0.8,0.2,nan
3068,Modum – Vikersund,Europe,Norway,2.2,166.0,1.6,0.8,0.8,0.0,nan
3068,Schwarzer Mann – Prüm,Europe,Germany,2.2,87.0,1.6,0.9,0.7,0.0,2
3068,Bollekollen – Bollebygd,Europe,Sweden,2.2,92.0,1.6,0.9,0.7,0.0,2
3068,Sellinghausen (Schmallenberg),Europe,Germany,2.2,130.0,1.6,0.6,1.0,0.0,nan
3068,Enzklösterle,Europe,Germany,2.2,230.0,1.6,0.4,1.2,0.0,2
3068,Måttsundsbacken,Europe,Sweden,2.2,125.0,1.6,0.6,1.0,0.0,3
3068,Lierne,Europe,Norway,2.2,138.0,1.6,0.8,0.8,0.0,nan
3068,Arłamów,Europe,Poland,2.2,65.0,1.6,1.1,0.5,0.0,2
3068,Malskaya Dolina – Rogovo,Europe,Russia,2.2,66.0,1.6,0.7,0.6,0.3,2
3068,Marikollen – Fjerdingby,Europe,Norway,2.2,148.0,1.6,1.1,0.5,0.0,3
3068,Sami Swoi – Gliczarów Dolny,Europe,Poland,2.2,120.0,1.6,0.9,0.7,0.0,nan
3068,Băişoara – Staţiunea Muntele Băişorii,Europe,Romania,2.2,218.0,1.6,1.3,0.3,0.0,nan
3068,xPark Františkov – Jindřichov,Europe,Czech Republic,2.2,95.0,1.6,0.9,0.7,0.0,2
3068,Hartmanice,Europe,Czech Republic,2.2,148.0,1.6,1.0,0.6,0.0,2
3068,Eikerapen,Europe,Norway,2.2,260.0,1.6,1.6,0.0,0.0,nan
3068,Ötzlifte (Rabenkopf) – Kochel am See,Europe,Germany,2.2,210.0,1.6,1.2,0.4,0.0,3
3068,Milzkalns,Europe,Latvia,2.2,35.0,1.6,1.6,0.0,0.0,9
3068,Deny – Bachledova,Europe,Slovakia,2.2,124.0,1.6,1.6,0.0,0.0,4
3068,Ålidberget,Europe,Sweden,2.2,115.0,1.6,1.6,0.0,0.0,2
3068,Govedartsi,Europe,Bulgaria,2.2,360.0,1.6,0.0,1.6,0.0,nan
3068,Mount Fairweather – Atikokan,North America,Canada,2.2,106.0,1.6,0.5,0.8,0.3,2
3068,Aboda Klint – Högsby,Europe,Sweden,2.2,47.0,1.6,1.6,0.0,0.0,2
3068,Trekhgorye,Europe,Russia,2.2,38.0,1.6,1.6,0.0,0.0,3
3068,Engstingen,Europe,Germany,2.1,70.0,1.6,0.8,0.8,0.0,6
3068,Hasamäki,Europe,Finland,2.1,50.0,1.6,1.6,0.0,0.0,2
3068,Varkaus,Europe,Finland,2.1,26.0,1.6,0.4,1.2,0.0,2
3068,Podolino,Europe,Russia,2.1,57.0,1.6,1.2,0.4,0.0,3
3068,Mareszka – Krempna,Europe,Poland,nan,70.0,1.6,0.8,0.8,0.0,nan
3068,Kocierz,Europe,Poland,nan,80.0,1.6,1.6,0.0,0.0,2
3112,Ski Dubai – Mall of the Emirates (indoor ski area),Asia,United Arab Emirates,3.0,85.0,1.5,1.0,0.3,0.2,3
3112,Kopřivná,Europe,Czech Republic,2.7,314.0,1.5,1.5,0.0,0.0,2
3112,Boston Mills,North America,USA,2.4,70.0,1.5,0.5,0.5,0.5,7
3112,Tateshina Tokyu,Asia,Japan,2.4,64.0,1.5,0.2,0.5,0.8,nan
3112,Glomfjord,Europe,Norway,2.4,380.0,1.5,0.5,0.7,0.3,2
3112,Frost Fire Park,North America,USA,2.4,110.0,1.5,0.7,0.6,0.2,nan
3112,Takinouecho Sakuragaoka,Asia,Japan,2.4,130.0,1.5,0.3,0.8,0.4,nan
3112,Sannokura,Asia,Japan,2.4,205.0,1.5,0.5,0.8,0.2,2
3112,Shichinohechoei,Asia,Japan,2.4,104.0,1.5,0.9,0.3,0.3,2
3112,Choei Anpeizan,Asia,Japan,2.4,87.0,1.5,1.1,0.4,0.0,nan
3112,Esashicho Mikasayama,Asia,Japan,2.4,126.0,1.5,0.6,0.9,0.0,nan
3112,Yunotani Yakushi,Asia,Japan,2.4,120.0,1.5,0.7,0.8,0.0,nan
3112,Araragi Kogen,Asia,Japan,2.4,160.0,1.5,1.2,0.3,0.0,2
3112,Suishozan – Kazuno,Asia,Japan,2.4,148.0,1.5,1.0,0.5,0.0,nan
3112,Brüsti – Attinghausen,Europe,Switzerland,2.4,173.0,1.5,0.1,1.4,0.0,4
3112,Macesnovc Rateče,Europe,Slovenia,2.4,316.0,1.5,0.2,1.3,0.0,2
3112,Příčná – Zlaté Hory  (temporarily closed),Europe,Czech Republic,2.4,180.0,1.5,1.0,0.5,0.0,2
3112,Gura Humorului,Europe,Romania,2.4,290.0,1.5,0.0,1.5,0.0,nan
3112,Laurentian Ski Hill – North Bay,North America,Canada,2.3,105.0,1.5,1.3,0.2,0.0,2
3112,Sovata,Europe,Romania,2.3,246.0,1.5,0.3,1.2,0.0,3
3112,Feldthurns (Velturno),Europe,Italy,2.3,115.0,1.5,1.0,0.5,0.0,nan
3112,Mehliskopf,Europe,Germany,2.3,183.0,1.5,0.5,0.5,0.5,5
3112,Batawa Ski Hill,North America,Canada,2.3,50.0,1.5,0.2,0.9,0.4,4
3112,Udatný,Europe,Czech Republic,2.3,120.0,1.5,1.5,0.0,0.0,5
3112,Salzberg – Goldlauter (Suhl),Europe,Germany,2.2,236.0,1.5,0.0,0.5,1.0,nan
3112,Baie des Sables,North America,Canada,2.2,50.0,1.5,0.3,1.0,0.2,nan
3112,Sundsvall – Södra Berget,Europe,Sweden,2.2,142.0,1.5,0.9,0.5,0.1,2
3112,Ovifat,Europe,Belgium,2.2,67.0,1.5,1.0,0.4,0.1,4
3112,Liepkalnis – Vilnius (Žiemos trasa),Europe,Lithuania,2.2,35.0,1.5,0.8,0.5,0.2,10
3112,Serena,Europe,Finland,2.2,51.0,1.5,0.7,0.3,0.5,6
3112,Foxrock (Lis'ya Gora) – Balashikha,Europe,Russia,2.2,90.0,1.5,0.3,0.8,0.4,6
3112,Vogelskopf (Baiersbronn),Europe,Germany,2.2,100.0,1.5,0.0,0.9,0.6,nan
3112,Mickelbacken,Europe,Sweden,2.2,125.0,1.5,0.5,1.0,0.0,2
3112,Stenkällegården,Europe,Sweden,2.2,70.0,1.5,1.2,0.3,0.0,3
3112,Pirstingerkogellift Sommeralm,Europe,Austria,2.2,85.0,1.5,0.5,1.0,0.0,2
3112,Les Égaux,Europe,France,2.2,129.0,1.5,1.0,0.5,0.0,4
3112,Svedjebacken,Europe,Sweden,2.2,98.0,1.5,1.0,0.5,0.0,nan
3112,Kalte Herberge – Urach,Europe,Germany,2.2,80.0,1.5,1.0,0.5,0.0,3
3112,Lekotinmäki,Europe,Finland,2.2,46.0,1.5,1.0,0.5,0.0,2
3112,Annaberg – Andělská Hora,Europe,Czech Republic,2.2,161.0,1.5,0.9,0.6,0.0,2
3112,Machůzky  (temporarily closed),Europe,Czech Republic,2.2,202.0,1.5,0.4,1.1,0.0,2
3112,Junsele,Europe,Sweden,2.2,92.0,1.5,1.0,0.5,0.0,nan
3112,Alice Hill Park – Pembroke,North America,Canada,2.2,60.0,1.5,1.0,0.5,0.0,2
3112,Schwarzenberg – Elstra,Europe,Germany,2.2,116.0,1.5,0.9,0.6,0.0,nan
3112,Schneiderkopf – Buch,Europe,Austria,2.2,175.0,1.5,1.0,0.5,0.0,2
3112,Elmadağ,Asia,Turkey,2.2,155.0,1.5,1.0,0.5,0.0,nan
3112,Busovača,Europe,Bosnia and Herzegovina,2.2,130.0,1.5,0.5,1.0,0.0,2
3112,Vrbno pod Pradědem  (temporarily closed),Europe,Czech Republic,2.2,283.0,1.5,0.8,0.7,0.0,2
3112,Annaberg – Suchá Rudná  (temporarily closed),Europe,Czech Republic,2.2,61.0,1.5,1.1,0.4,0.0,3
3112,Kashtak – Krasnoyarsk,Asia,Russia,2.2,266.0,1.5,0.0,1.1,0.4,nan
3112,Golija – Odvarčenica,Europe,Serbia,2.2,116.0,1.5,0.5,1.0,0.0,2
3112,Alpina – Zaozernyy,Asia,Russia,2.2,113.0,1.5,1.2,0.3,0.0,2
3112,Kazimierz,Europe,Poland,2.2,60.0,1.5,1.0,0.5,0.0,4
3112,Waldhäuser (Neuschönau),Europe,Germany,2.2,190.0,1.5,1.0,0.5,0.0,3
3112,Väsjöbacken – Sollentuna,Europe,Sweden,2.2,55.0,1.5,0.8,0.7,0.0,7
3112,Chlmec Skipark,Europe,Slovakia,2.2,193.0,1.5,0.4,1.1,0.0,5
3112,Montmin,Europe,France,2.2,85.0,1.5,1.5,0.0,0.0,2
3112,Větrný vrch – Dolní Morava,Europe,Czech Republic,2.2,140.0,1.5,1.5,0.0,0.0,2
3112,St. Magdalena (Gsies/Valle di Casies),Europe,Italy,2.2,235.0,1.5,1.5,0.0,0.0,nan
3112,Hoherodskopf – Breungeshainer Hang/Rennwiese,Europe,Germany,2.2,165.0,1.5,1.5,0.0,0.0,2
3112,Drayton Valley – Brazeau Ski Hill,North America,Canada,2.2,50.0,1.5,0.6,0.5,0.4,4
3112,Hüttegglift – Weerberg,Europe,Austria,2.2,250.0,1.5,1.5,0.0,0.0,2
3112,U Bambuchu,Europe,Czech Republic,2.2,167.0,1.5,1.0,0.5,0.0,3
3112,Umanbacken,Europe,Sweden,2.2,90.0,1.5,1.5,0.0,0.0,nan
3112,Kornberg,Europe,Germany,2.2,117.0,1.5,1.5,0.0,0.0,2
3112,HEIpark Tošovice,Europe,Czech Republic,2.2,80.0,1.5,1.1,0.4,0.0,6
3112,Kalli,Europe,Finland,2.2,31.0,1.5,1.5,0.0,0.0,nan
3112,Kassjöbacken,Europe,Sweden,2.2,94.0,1.5,1.5,0.0,0.0,2
3112,Hemberg,Europe,Switzerland,2.2,293.0,1.5,1.5,0.0,0.0,2
3112,Strutsabacken – Huskvarna,Europe,Sweden,2.2,91.0,1.5,0.0,1.5,0.0,nan
3112,Dolní Dvůr,Europe,Czech Republic,2.2,71.0,1.5,0.6,0.9,0.0,5
3112,Mogno,Europe,Switzerland,2.2,125.0,1.5,1.2,0.3,0.0,2
3112,Davidovy boudy,Europe,Czech Republic,2.2,200.0,1.5,0.0,1.5,0.0,nan
3112,Falkfångarfjället,Europe,Sweden,2.2,150.0,1.5,0.0,1.5,0.0,nan
3112,Lailias – Serres,Europe,Greece,2.2,247.0,1.5,1.0,0.5,0.0,3
3112,Payam – Yam,Asia,Iran,2.2,195.0,1.5,1.5,0.0,0.0,nan
3112,Snoubord-Park – Novosibirsk,Asia,Russia,2.2,26.0,1.5,1.5,0.0,0.0,nan
3112,Nasbinals,Europe,France,2.2,200.0,1.5,1.5,0.0,0.0,nan
3112,Tänndalsvallen,Europe,Sweden,2.2,114.0,1.5,1.5,0.0,0.0,nan
3112,Malga Varena – Passo Lavazè,Europe,Italy,2.2,71.0,1.5,1.5,0.0,0.0,nan
3112,Mukinje Plitvice,Europe,Croatia,2.2,53.0,1.5,1.5,0.0,0.0,nan
3112,Lechnerberg,Europe,Austria,2.2,65.0,1.5,1.5,0.0,0.0,2
3112,Sternrodt – Bruchhausen,Europe,Germany,2.2,199.0,1.5,1.5,0.0,0.0,3
3112,Survih – Samedan,Europe,Switzerland,2.2,152.0,1.5,1.5,0.0,0.0,3
3112,Badger Mountain,North America,USA,2.2,148.0,1.5,0.6,0.7,0.2,3
3112,Hirvensalo,Europe,Finland,2.2,50.0,1.5,1.5,0.0,0.0,3
3112,Kolsassberg,Europe,Austria,2.2,60.0,1.5,1.5,0.0,0.0,2
3112,Chata pod Klínem – Ramzová,Europe,Czech Republic,2.2,74.0,1.5,1.5,0.0,0.0,3
3112,Serafínov (Skalité)  (temporarily closed),Europe,Slovakia,2.2,130.0,1.5,0.0,1.5,0.0,4
3112,Foma,Asia,Russia,2.2,79.0,1.5,1.5,0.0,0.0,4
3112,Vålådalens Fjällstation,Europe,Sweden,2.1,150.0,1.5,1.5,0.0,0.0,2
3112,Hausberglift – Waidring,Europe,Austria,2.1,100.0,1.5,1.5,0.0,0.0,2
3112,Foncine le Haut,Europe,France,2.1,125.0,1.5,1.0,0.5,0.0,3
3112,Hanaslöv,Europe,Sweden,2.1,70.0,1.5,0.7,0.8,0.0,2
3112,Am Gründelwald – Jöhstadt,Europe,Germany,2.1,100.0,1.5,0.9,0.6,0.0,2
3112,Siebenseelift – Wildalpen,Europe,Austria,2.1,170.0,1.5,1.5,0.0,0.0,2
3112,Åslia,Europe,Sweden,2.1,100.0,1.5,1.5,0.0,0.0,2
3112,Kostenski,Europe,Russia,2.1,80.0,1.5,0.8,0.7,0.0,3
3112,Spin – Tolyatti,Europe,Russia,2.1,70.0,1.5,1.5,0.0,0.0,3
3112,Falcon Ridge,North America,Canada,2.1,36.0,1.5,1.2,0.3,0.0,5
3112,Obudovica – Zlatibor,Europe,Serbia,2.1,40.0,1.5,1.5,0.0,0.0,6
3112,Veľká Javorina,Europe,Slovakia,nan,90.0,1.5,1.2,0.3,0.0,4
3112,Oryavchik,Europe,Ukraine,nan,200.0,1.5,1.0,0.5,0.0,nan
3112,Ziria,Europe,Greece,nan,294.0,1.5,1.0,0.5,0.0,2
3112,Yasinya,Europe,Ukraine,nan,150.0,1.5,1.0,0.5,0.0,2
3112,Danová – Medzilaborce,Europe,Slovakia,nan,170.0,1.5,1.5,0.0,0.0,2
3112,Vorohta,Europe,Ukraine,nan,nan,1.5,1.5,0.0,0.0,2
3219,La Schlucht,Europe,France,2.5,111.0,1.4,1.4,0.0,0.0,2
3219,Grün-Maibrunn (St. Englmar),Europe,Germany,2.4,90.0,1.4,1.4,0.0,0.0,2
3219,Koshi Kogen,Asia,Japan,2.4,104.0,1.4,0.8,0.5,0.1,nan
3219,Maeyama,Asia,Japan,2.4,nan,1.4,0.7,0.4,0.3,nan
3219,Bistrița,Europe,Romania,2.4,256.0,1.4,1.1,0.3,0.0,nan
3219,Armkhi,Europe,Russia,2.4,250.0,1.4,0.2,1.2,0.0,2
3219,Maple Ski Ridge,North America,USA,2.4,86.0,1.4,0.3,0.8,0.3,4
3219,Nemira – Slănic-Moldova,Europe,Romania,2.4,240.0,1.4,1.4,0.0,0.0,nan
3219,Magura Skipark – Malastow,Europe,Poland,2.4,260.0,1.4,0.0,1.4,0.0,nan
3219,Ausblick – Sussex,North America,USA,2.3,55.0,1.4,0.8,0.6,0.0,3
3219,Villa Olivia – Bartlett,North America,USA,2.3,17.0,1.4,0.2,0.6,0.6,7
3219,Bourg d'Oueil,Europe,France,2.2,104.0,1.4,0.7,0.5,0.2,3
3219,Menthières,Europe,France,2.2,111.0,1.4,1.0,0.4,0.0,3
3219,Wengen (Weitnau),Europe,Germany,2.2,96.0,1.4,0.6,0.8,0.0,nan
3219,Klutmarksbacken,Europe,Sweden,2.2,110.0,1.4,1.0,0.4,0.0,2
3219,Alšovka – Měděnec,Europe,Czech Republic,2.2,96.0,1.4,0.6,0.8,0.0,2
3219,Bärenstein,Europe,Germany,2.2,80.0,1.4,1.1,0.3,0.0,nan
3219,Jahodna,Europe,Slovakia,2.2,140.0,1.4,0.3,1.1,0.0,7
3219,Am Richtergrund (Massive Snowpark) – Hermsdorf,Europe,Germany,2.2,111.0,1.4,0.9,0.5,0.0,nan
3219,Lammertallift,Europe,Austria,2.2,120.0,1.4,0.7,0.7,0.0,nan
3219,Mielakka,Europe,Finland,2.2,34.0,1.4,0.9,0.5,0.0,3
3219,Vârtop,Europe,Romania,2.2,359.0,1.4,0.4,1.0,0.0,2
3219,Sonnenbichl – Bad Wiessee,Europe,Germany,2.2,194.0,1.4,0.0,1.0,0.4,2
3219,Hirzenhain – Eiershäuser Hang,Europe,Germany,2.2,120.0,1.4,1.0,0.4,0.0,nan
3219,Gwarek,Europe,Poland,2.2,74.0,1.4,0.6,0.8,0.0,nan
3219,Nezdice na Šumavě,Europe,Czech Republic,2.2,77.0,1.4,0.6,0.8,0.0,nan
3219,Kolisty Groń – Zawoja,Europe,Poland,2.2,159.0,1.4,0.8,0.6,0.0,nan
3219,Ski TaJa – Tatranská Javorina,Europe,Slovakia,2.2,125.0,1.4,1.0,0.4,0.0,3
3219,Lázeňský vrch – Lipová Lázně,Europe,Czech Republic,2.2,100.0,1.4,0.9,0.5,0.0,3
3219,Kvasejovice,Europe,Czech Republic,2.2,93.0,1.4,0.9,0.5,0.0,3
3219,Regetovka,Europe,Slovakia,2.2,200.0,1.4,0.8,0.6,0.0,4
3219,Sněžník/Návrší – Stříbrnice  (temporarily closed),Europe,Czech Republic,2.2,220.0,1.4,0.9,0.5,0.0,3
3219,Kalteck – Achslach  (temporarily closed),Europe,Germany,2.2,157.0,1.4,0.6,0.8,0.0,2
3219,Oberfrauenwald (Waldkirchen),Europe,Germany,2.2,298.0,1.4,0.0,1.4,0.0,nan
3219,Július – Vyšná Slaná,Europe,Slovakia,2.2,300.0,1.4,1.4,0.0,0.0,2
3219,Sachrovka,Europe,Czech Republic,2.2,100.0,1.4,1.4,0.0,0.0,nan
3219,Piane di Mocogno,Europe,Italy,2.2,147.0,1.4,1.4,0.0,0.0,3
3219,Little Ski Hill,North America,USA,2.2,120.0,1.4,1.4,0.0,0.0,nan
3219,Paavonrinteet – Saarijärvi,Europe,Finland,2.2,70.0,1.4,0.6,0.8,0.0,2
3219,Pidan Sikhote – Lukyanovka,Asia,Russia,2.2,343.0,1.4,0.0,1.4,0.0,nan
3219,Compedal – Assling,Europe,Austria,2.2,365.0,1.4,0.0,1.4,0.0,nan
3219,Bobliwo,Europe,Poland,2.2,55.0,1.4,1.4,0.0,0.0,nan
3219,Vyshka,Europe,Ukraine,2.2,95.0,1.4,1.4,0.0,0.0,nan
3219,Mont Gibloux,Europe,Switzerland,2.2,187.0,1.4,1.0,0.4,0.0,2
3219,Hraběšice,Europe,Czech Republic,2.2,130.0,1.4,0.8,0.6,0.0,2
3219,Hochplett – Oberaschau,Europe,Austria,2.2,109.0,1.4,1.4,0.0,0.0,3
3219,Hoforsbacken,Europe,Sweden,2.2,89.0,1.4,1.0,0.4,0.0,2
3219,Hillpark,Europe,Russia,2.1,29.0,1.4,1.4,0.0,0.0,3
3219,Hranice – Boží Dar,Europe,Czech Republic,2.1,47.0,1.4,1.4,0.0,0.0,4
3219,Niestachów,Europe,Poland,2.1,75.0,1.4,1.4,0.0,0.0,5
3219,Hoher Meissner – Eschwege/Hessisch Lichtenau,Europe,Germany,2.1,130.0,1.4,1.4,0.0,0.0,2
3219,Mulligan's Hollow Ski Bowl,North America,USA,2.1,45.0,1.4,0.4,0.6,0.4,5
3219,Lesko-Ski – Weremień,Europe,Poland,nan,120.0,1.4,0.7,0.7,0.0,2
3219,Kettlebowl,North America,USA,2.1,49.0,1.4,0.3,1.1,0.0,5
3273,Chester Bowl,North America,USA,2.4,50.0,1.3,0.3,0.5,0.5,nan
3273,Ishizuchi,Asia,Japan,2.4,120.0,1.3,0.2,0.7,0.4,5
3273,Campgaw Mountain,North America,USA,2.4,74.0,1.3,1.0,0.3,0.0,2
3273,Campton Mountain,North America,USA,2.4,73.0,1.3,0.6,0.5,0.2,2
3273,Pian del Falco – Sestola,Europe,Italy,2.4,340.0,1.3,0.3,1.0,0.0,2
3273,Mosorny Groń – Zawoja,Europe,Poland,2.4,332.0,1.3,0.3,1.0,0.0,4
3273,Straža – Bled,Europe,Slovenia,2.3,131.0,1.3,1.0,0.3,0.0,3
3273,Krusevo,Europe,North Macedonia,2.3,160.0,1.3,0.3,0.4,0.6,3
3273,The Rock Snowpark,North America,USA,2.3,70.0,1.3,0.5,0.5,0.3,5
3273,Tindaöxl – Ólafsfjörður,Europe,Iceland,2.2,160.0,1.3,0.8,0.3,0.2,nan
3273,Vångabacken,Europe,Sweden,2.2,132.0,1.3,0.5,0.7,0.1,3
3273,Grünberg – Obsteig,Europe,Austria,2.2,72.0,1.3,1.0,0.3,0.0,5
3273,Le Grand Plan – Col du Barioz,Europe,France,2.2,335.0,1.3,0.8,0.0,0.5,3
3273,Heiti – Gsteig bei Gstaad,Europe,Switzerland,2.2,143.0,1.3,0.7,0.6,0.0,nan
3273,Horní Údolí,Europe,Czech Republic,2.2,141.0,1.3,0.8,0.5,0.0,2
3273,Brennberglift – Etzelwang,Europe,Germany,2.2,173.0,1.3,0.8,0.5,0.0,nan
3273,Brunni – Alpthal,Europe,Switzerland,2.2,100.0,1.3,1.1,0.2,0.0,nan
3273,Kálnica (SK),Europe,Slovakia,2.2,100.0,1.3,0.8,0.5,0.0,nan
3273,Schlossberg – Albstadt-Tailfingen,Europe,Germany,2.2,125.0,1.3,0.8,0.5,0.0,nan
3273,Kandelblick,Europe,Germany,2.2,150.0,1.3,0.7,0.6,0.0,nan
3273,Podbanské,Europe,Slovakia,2.2,100.0,1.3,1.2,0.1,0.0,3
3273,Kladky,Europe,Czech Republic,2.2,111.0,1.3,1.0,0.3,0.0,3
3273,Peuramaa,Europe,Finland,2.2,55.0,1.3,0.7,0.6,0.0,3
3273,Bigëll – Dardhë,Europe,Albania,2.2,78.0,1.3,0.9,0.4,0.0,2
3273,Ponikva,Europe,North Macedonia,2.2,350.0,1.3,0.6,0.7,0.0,2
3273,Rudnik Tršće,Europe,Croatia,2.2,190.0,1.3,0.7,0.6,0.0,nan
3273,Velebno – Baške Oštarije,Europe,Croatia,2.2,107.0,1.3,0.8,0.5,0.0,2
3273,Mladkov-Petrovičky  (temporarily closed),Europe,Czech Republic,2.2,120.0,1.3,0.8,0.5,0.0,nan
3273,Brodok – Poráč,Europe,Slovakia,2.2,136.0,1.3,0.1,1.2,0.0,3
3273,Oberberg – Weiler-Simmerberg,Europe,Germany,2.2,135.0,1.3,0.9,0.4,0.0,3
3273,Valley Ski Hill – Alliance,North America,Canada,2.2,32.0,1.3,0.6,0.4,0.3,2
3273,Oaza – Loucná nad Desnou,Europe,Czech Republic,2.2,114.0,1.3,0.9,0.4,0.0,4
3273,Hochsträßlifts – Oberreute  (temporarily closed),Europe,Germany,2.2,77.0,1.3,1.0,0.3,0.0,3
3273,Podstolice,Europe,Poland,2.2,65.0,1.3,0.9,0.4,0.0,3
3273,Riedlberg – Drachselsried,Europe,Germany,nan,135.0,1.3,0.8,0.5,0.0,2
3273,Frymburk – Svatá Marta,Europe,Czech Republic,2.2,99.0,1.3,1.3,0.0,0.0,nan
3273,Nad Kostelem – Nové Hamry,Europe,Czech Republic,2.2,115.0,1.3,0.8,0.5,0.0,3
3273,Øvernløypa,Europe,Norway,2.2,130.0,1.3,1.3,0.0,0.0,nan
3273,Oaza – Strzyzów,Europe,Poland,2.2,106.0,1.3,0.8,0.5,0.0,5
3273,Wolfsberg (Gărâna),Europe,Romania,2.2,81.0,1.3,1.3,0.0,0.0,nan
3273,Biele Vody/Dedinky (Mlynky),Europe,Slovakia,2.2,90.0,1.3,1.3,0.0,0.0,2
3273,Genkingen (Sonnenbühl),Europe,Germany,2.2,90.0,1.3,1.0,0.3,0.0,3
3273,Salmendingen (Burladingen),Europe,Germany,2.2,84.0,1.3,0.8,0.3,0.2,2
3273,Troják,Europe,Czech Republic,2.1,95.0,1.3,0.6,0.7,0.0,5
3273,Missaukee Mountain,North America,USA,2.1,48.0,1.3,0.7,0.5,0.1,3
3273,Vernár,Europe,Slovakia,nan,160.0,1.3,0.5,0.8,0.0,3
3273,Pando Park  (temporarily closed),North America,USA,nan,40.0,1.3,1.0,0.3,0.0,4
3273,Sabat – Krajno-Zagórze,Europe,Poland,nan,84.0,1.3,0.9,0.4,0.0,2
3273,Osrodek Bystre – Baligród,Europe,Poland,nan,223.0,1.3,0.4,0.9,0.0,nan
3273,Izvoare,Europe,Romania,nan,94.0,1.3,0.6,0.7,0.0,3
3273,Štós,Europe,Slovakia,nan,132.0,1.3,0.7,0.6,0.0,nan
3273,Kolsås Skisenter,Europe,Norway,nan,130.0,1.3,1.3,0.0,0.0,3
3273,Solisko – Horní Bečva  (temporarily closed),Europe,Czech Republic,nan,110.0,1.3,1.3,0.0,0.0,3
3273,Youland – Sakauchi,Asia,Japan,nan,100.0,1.3,1.3,0.0,0.0,2
3327,Snow Arena – Druskininkai (indoor ski area),Europe,Lithuania,2.7,63.0,1.2,1.2,0.0,0.0,6
3327,Piatra Neamt,Europe,Romania,2.6,277.0,1.2,0.2,1.0,0.0,3
3327,Snow Valley – Edmonton,North America,Canada,2.4,40.0,1.2,1.0,0.0,0.2,2
3327,Muroran Kogen Danpara,Asia,Japan,2.4,60.0,1.2,0.7,0.5,0.0,nan
3327,Akan Royal Valley,Asia,Japan,2.4,100.0,1.2,0.6,0.6,0.0,nan
3327,Hinoemata,Asia,Japan,2.4,195.0,1.2,0.4,0.8,0.0,2
3327,Bifuka,Asia,Japan,2.4,57.0,1.2,0.9,0.3,0.0,nan
3327,Hyland Hills,North America,USA,2.4,50.0,1.2,0.6,0.4,0.2,5
3327,Heihe Longzhu Yuandong,Asia,China,2.4,70.0,1.2,0.8,0.4,0.0,2
3327,Heiliger Huegel – Hubertus,North America,USA,2.4,77.0,1.2,0.6,0.4,0.2,2
3327,Chechnya (dry slopes),Europe,Russia,2.4,nan,1.2,1.2,0.0,0.0,nan
3327,Luka nad Jihlavou,Europe,Czech Republic,2.4,95.0,1.2,0.6,0.6,0.0,2
3327,Veduchi,Europe,Russia,2.4,196.0,1.2,1.2,0.0,0.0,2
3327,Munakas – Nüpli (Otepää),Europe,Estonia,2.3,70.0,1.2,0.9,0.0,0.3,2
3327,Kopanki Pelister,Europe,North Macedonia,2.3,355.0,1.2,0.6,0.6,0.0,2
3327,Góra Kamieńsk,Europe,Poland,2.3,115.0,1.2,0.6,0.6,0.0,3
3327,Hillberg,North America,USA,2.3,80.0,1.2,0.9,0.3,0.0,3
