položaj,ime,celina,država,ocena,višinska_razlika,proge,modre,rdeče,črne,žičnice
163,Sugar Bowl,North America,USA,3.5,457.0,70.0,11.9,31.5,26.6,13
163,Okemo,North America,USA,3.4,671.0,70.0,22.0,26.0,22.0,20
173,Stubai Glacier (Stubaier Gletscher),Europe,Austria,4.1,1515.0,68.1,22.0,15.0,31.1,26
174,Powder Mountain,North America,USA,3.4,612.0,68.0,17.0,27.0,24.0,11
174,Bukovel,Europe,Ukraine,3.4,513.0,68.0,29.0,28.0,11.0,19
174,49 Degrees North Mountain Resort,North America,USA,3.4,564.0,68.0,20.0,27.0,21.0,7
177,Passo San Pellegrino/Falcade,Europe,Italy,4.2,1323.0,67.5,20.5,38.5,8.5,15
177,Großarltal/Dorfgastein,Europe,Austria,4.2,1184.0,67.5,31.0,35.0,1.5,16
179,Apex Mountain Resort,North America,Canada,3.4,605.0,67.0,8.0,33.0,26.0,3
179,Bear Valley,North America,USA,3.4,579.0,67.0,17.0,27.0,23.0,8
181,Brighton,North America,USA,3.9,572.0,66.0,14.0,26.5,25.5,8
182,Belpiano (Schöneben)/Malga San Valentino (Haideralm),Europe,Italy,4.2,930.0,65.0,29.0,30.0,6.0,10
182,Flumserberg,Europe,Switzerland,4.2,1557.0,65.0,14.0,40.0,11.0,17
182,Perisher,Australia and Oceania,Australia,3.7,429.0,65.0,25.0,30.0,10.0,47
182,La Norma,Europe,France,3.4,1400.0,65.0,17.0,43.0,5.0,13
182,Red Lodge Mountain,North America,USA,3.4,732.0,65.0,11.0,30.0,24.0,6
182,Kirkwood,North America,USA,3.3,610.0,65.0,15.0,30.0,20.0,13
182,Super Sauze,Europe,France,3.3,1050.0,65.0,35.0,20.0,10.0,21
182,Mt. Hood Skibowl,North America,USA,3.2,390.0,65.0,15.0,15.0,35.0,9
190,Solitude,North America,USA,3.9,619.0,64.0,6.4,25.6,32.0,9
191,Alpe di Siusi (Seiser Alm),Europe,Italy,4.3,993.0,63.0,15.0,45.0,3.0,21
191,Arabba/Marmolada,Europe,Italy,4.1,1823.0,63.0,23.6,30.5,8.9,26
191,Pal/Arinsal – La Massana,Europe,Andorra,3.7,987.0,63.0,31.0,24.0,8.0,31
194,Hintertux Glacier (Hintertuxer Gletscher),Europe,Austria,4.0,1750.0,62.0,16.2,34.1,11.7,21
194,Alyeska Resort – Girdwood,North America,USA,3.4,758.0,62.0,14.0,31.0,17.0,7
196,Kitzsteinhorn/Maiskogel – Kaprun,Europe,Austria,4.4,2261.0,61.0,29.0,23.0,9.0,24
197,San Martino di Castrozza,Europe,Italy,4.0,953.0,60.0,16.0,32.0,12.0,21
197,Meiringen-Hasliberg,Europe,Switzerland,3.8,1368.0,60.0,20.0,34.0,6.0,13
197,Disentis,Europe,Switzerland,3.7,1606.0,60.0,20.0,30.0,10.0,12
197,Mount Snow,North America,USA,3.4,510.0,60.0,6.0,46.0,8.0,14
197,Mt. Rose,North America,USA,3.4,550.0,60.0,12.0,18.0,30.0,8
197,Mount Washington,North America,Canada,3.3,505.0,60.0,12.0,21.0,27.0,9
197,Saint Luc/Chandolin (Anniviers),Europe,Switzerland,3.3,1300.0,60.0,20.0,30.0,10.0,15
197,Leysin,Europe,Switzerland,3.3,948.0,60.0,43.0,15.0,2.0,12
197,Les Karellis,Europe,France,3.3,920.0,60.0,26.0,25.0,9.0,16
197,Le Lioran,Europe,France,3.3,690.0,60.0,30.0,20.0,10.0,19
207,Gore Mountain,North America,USA,3.3,793.0,58.2,6.7,28.2,23.3,14
208,Borovets,Europe,Bulgaria,3.7,1235.0,58.0,24.0,29.0,5.0,13
208,Eggli/La Videmanette – Gstaad/Saanen/Rougemont,Europe,Switzerland,3.5,1159.0,58.0,35.2,17.4,5.4,9
208,Anzère,Europe,Switzerland,3.4,904.0,58.0,12.0,37.0,9.0,13
208,Font-Romeu/Bolquère Pyrénées 2000,Europe,France,3.3,496.0,58.0,30.0,19.0,9.0,22
212,Brévent/Flégère (Chamonix),Europe,France,3.7,1495.0,56.0,11.0,25.0,20.0,17
212,Bretton Woods,North America,USA,3.4,457.0,56.0,25.0,16.0,15.0,8
212,Oppdal,Europe,Norway,3.3,745.0,56.0,40.0,7.0,9.0,16
215,Belvedere/Col Rodella/Ciampac/Buffaure – Canazei/Campitello/Alba/Pozza di Fassa,Europe,Italy,4.2,1165.0,55.2,7.3,40.7,7.2,35
216,Erciyes – Kayseri,Asia,Turkey,3.5,1258.0,55.1,19.8,23.0,12.3,14
217,Gitschberg Jochtal,Europe,Italy,4.2,1203.0,55.0,18.5,27.2,9.3,15
217,Kopaonik,Europe,Serbia,4.2,957.0,55.0,30.0,19.0,6.0,26
217,Les Angles,Europe,France,4.0,776.0,55.0,22.0,23.0,10.0,23
217,Revelstoke Mountain Resort,North America,Canada,3.8,1713.0,55.0,16.0,18.0,21.0,7
217,Kaunertal Glacier (Kaunertaler Gletscher),Europe,Austria,3.7,963.0,55.0,22.5,19.0,13.5,7
217,Les Houches/Saint-Gervais – Prarion/Bellevue (Chamonix),Europe,France,3.7,900.0,55.0,25.0,25.0,5.0,15
217,Aussois,Europe,France,3.4,1250.0,55.0,30.0,22.0,3.0,8
217,Hunter Mountain,North America,USA,3.3,488.0,55.0,18.0,18.0,19.0,12
217,Apache,North America,USA,3.3,549.0,55.0,12.0,18.0,25.0,11
217,Praz de Lys/Sommand (Taninges/Mieussy),Europe,France,3.1,726.0,55.0,29.0,20.0,6.0,23
217,Alpe du Grand-Serre – La Morte,Europe,France,3.1,817.0,55.0,36.0,17.0,2.0,15
228,Schilthorn – Mürren/Lauterbrunnen,Europe,Switzerland,3.7,2174.0,54.0,19.0,23.0,12.0,17
229,Ylläs,Europe,Finland,4.0,464.0,53.0,21.0,26.0,6.0,26
230,Gazprom Mountain Resort,Europe,Russia,3.2,1307.0,52.8,17.3,26.3,9.2,23
231,Thredbo,Australia and Oceania,Australia,3.8,672.0,52.0,15.0,25.0,12.0,15
231,Jahorina,Europe,Bosnia and Herzegovina,3.7,590.0,52.0,25.0,24.0,3.0,18
231,Riserva Bianca – Limone Piemonte,Europe,Italy,3.3,1014.0,52.0,7.0,28.0,17.0,15
231,Happo-One – Hakuba,Asia,Japan,3.3,1071.0,52.0,16.0,26.0,10.0,22
231,Las Leñas,South America,Argentina,3.2,1230.0,52.0,5.0,12.0,35.0,15
231,Eldora Mountain,North America,USA,3.2,488.0,52.0,11.0,26.0,15.0,10
231,Donner Ski Ranch,North America,USA,3.1,229.0,52.0,13.0,26.0,13.0,6
238,Gerlitzen,Europe,Austria,4.0,911.0,51.6,12.4,33.1,6.1,21
239,Rinerhorn (Davos Klosters),Europe,Switzerland,3.5,1031.0,51.5,15.6,23.1,12.8,7
240,Jasná Nízke Tatry – Chopok,Europe,Slovakia,4.0,1061.0,51.2,24.2,19.1,7.9,19
241,Dachstein West – Gosau/Russbach/Annaberg,Europe,Austria,4.0,872.0,51.0,15.0,33.0,3.0,22
241,Cypress Mountain,North America,Canada,3.5,616.0,51.0,6.6,22.0,22.4,7
243,Niseko United – Annupuri/Grand Hirafu/Hanazono/Niseko Village,Asia,Japan,4.4,933.0,50.8,22.4,18.2,10.2,32
244,Pizol – Bad Ragaz/Wangs,Europe,Switzerland,4.0,1717.0,50.0,15.5,21.5,13.0,12
244,Hafjell,Europe,Norway,4.3,864.0,50.0,38.0,8.0,4.0,18
244,Hoch-Ybrig – Unteriberg/Oberiberg,Europe,Switzerland,3.8,791.0,50.0,15.0,30.0,5.0,12
244,Grosseck/Speiereck – Mauterndorf/St. Michael,Europe,Austria,3.7,1305.0,50.0,26.0,17.0,7.0,10
244,Whitewater – Nelson,North America,Canada,3.5,683.0,50.0,10.0,20.0,20.0,5
244,Bormio – Cima Bianca,Europe,Italy,3.5,1817.0,50.0,14.0,34.0,2.0,14
244,Myoko Suginohara,Asia,Japan,3.5,1124.0,50.0,20.0,20.0,10.0,5
244,Aprica,Europe,Italy,3.4,1108.0,50.0,26.9,15.4,7.7,11
244,Bogus Basin,North America,USA,3.3,544.0,50.0,11.0,22.0,17.0,7
244,Chäserrugg – Unterwasser/Alt St. Johann (Toggenburg),Europe,Switzerland,3.3,1362.0,50.0,8.0,40.0,2.0,12
244,Arêches (Beaufort),Europe,France,3.3,1220.0,50.0,15.0,20.0,15.0,14
244,Crystal Mountain (WA),North America,USA,3.3,796.0,50.0,8.0,27.0,15.0,11
244,Cimone – Montecreto/Sestola/Le Polle,Europe,Italy,3.3,1076.0,50.0,15.0,25.0,10.0,19
244,Hakuba Iwatake Mountain Resort,Asia,Japan,3.3,539.0,50.0,25.0,15.0,10.0,12
244,Zao Onsen,Asia,Japan,3.3,881.0,50.0,20.0,20.0,10.0,35
244,St. Jean Montclar,Europe,France,3.2,1125.0,50.0,25.0,20.0,5.0,10
244,Cannon Mountain,North America,USA,3.2,644.0,50.0,15.0,25.0,10.0,11
244,Porté Puymorens,Europe,France,3.2,853.0,50.0,21.0,20.0,9.0,10
244,Mythenregion,Europe,Switzerland,3.2,523.0,50.0,18.0,31.0,1.0,17
244,Le Seignus,Europe,France,3.2,926.0,50.0,25.0,20.0,5.0,8
244,Lost Trail Powder Mountain,North America,USA,3.2,590.0,50.0,15.0,25.0,10.0,8
244,China Peak,North America,USA,3.1,483.0,50.0,20.0,17.0,13.0,10
244,Great Divide,North America,USA,3.1,458.0,50.0,10.0,20.0,20.0,6
244,Dodge Ridge,North America,USA,3.1,488.0,50.0,10.0,20.0,20.0,9
244,El Colorado/Farellones,South America,Chile,3.1,1110.0,50.0,25.0,10.0,15.0,23
244,Candanchú,Europe,Spain,3.1,722.0,50.0,15.8,18.3,15.9,24
244,Hirmentaz/Les Habères – Bellevaux/Habère-Poche,Europe,France,3.1,656.0,50.0,10.0,37.0,3.0,23
271,Latemar – Obereggen/Pampeago/Predazzo,Europe,Italy,4.4,848.0,49.0,9.3,32.8,6.9,18
271,First – Grindelwald,Europe,Switzerland,4.0,1450.0,49.0,30.0,11.0,8.0,10
271,Falls Creek,Australia and Oceania,Australia,3.6,280.0,49.0,6.0,35.0,8.0,15
271,Loon Mountain,North America,USA,3.3,668.0,49.0,14.0,22.0,13.0,13
275,Holiday Valley,North America,USA,3.2,228.0,48.0,16.0,13.0,19.0,13
275,Thollon les Mémises,Europe,France,3.2,1000.0,48.0,20.0,28.0,0.0,14
277,Brandnertal – Brand/Bürserberg,Europe,Austria,3.8,1096.0,47.6,23.0,23.3,1.3,15
278,Mt. Buller,Australia and Oceania,Australia,3.7,400.0,47.5,9.5,21.4,16.6,20
278,Leukerbad,Europe,Switzerland,3.1,1199.0,47.5,3.5,27.0,17.0,13
280,Grossglockner Heiligenblut,Europe,Austria,3.6,1303.0,47.0,17.0,29.0,1.0,10
280,Arolla,Europe,Switzerland,2.9,893.0,47.0,20.0,18.0,9.0,5
282,Kühtai,Europe,Austria,4.1,582.0,46.9,9.3,26.8,10.8,12
283,Sierra at Tahoe,North America,USA,3.5,674.0,46.5,12.0,23.0,11.5,14
284,Almenwelt Lofer,Europe,Austria,4.0,1030.0,46.0,32.0,12.0,2.0,10
284,Windham Mountain,North America,USA,3.2,487.0,46.0,20.0,16.0,10.0,8
284,Mad River Glen,North America,USA,3.1,621.0,46.0,14.0,17.0,15.0,4
287,Appi Kogen,Asia,Japan,3.3,828.0,45.1,13.6,18.0,13.5,18
288,Zauchensee/Flachauwinkl,Europe,Austria,4.1,1176.0,45.0,23.5,17.2,4.3,16
288,Bromont,North America,Canada,4.0,368.0,45.0,10.0,15.0,20.0,8
288,Voss Resort,Europe,Norway,4.0,680.0,45.0,25.0,8.0,12.0,11
288,Tandådalen/Hundfjället (Sälen),Europe,Sweden,3.9,300.0,45.0,18.0,15.0,12.0,40
288,Kolašin 1450/Kolašin 1600,Europe,Montenegro,3.6,652.0,45.0,20.0,20.0,5.0,8
288,Boí Taüll,Europe,Spain,3.2,716.0,45.0,9.5,21.7,13.8,11
288,Brian Head,North America,USA,3.2,402.0,45.0,12.0,19.0,14.0,11
288,Discovery Ski Area,North America,USA,3.2,726.0,45.0,12.0,12.0,21.0,7
288,Bromley Mountain,North America,USA,3.2,407.0,45.0,15.0,18.0,12.0,7
297,Nozawa Onsen,Asia,Japan,3.3,1085.0,44.5,22.1,13.0,9.4,17
298,Hemsedal,Europe,Norway,4.0,830.0,44.1,29.2,10.8,4.1,21
298,Abetone/Val di Luce,Europe,Italy,3.2,652.0,44.1,14.2,28.6,1.3,17
300,Sulden am Ortler (Solda all'Ortles),Europe,Italy,3.7,1350.0,44.0,17.0,13.0,14.0,11
300,Whakapapa – Mt. Ruapehu,Australia and Oceania,New Zealand,3.6,720.0,44.0,5.0,27.0,12.0,12
300,Grächen,Europe,Switzerland,3.4,1245.0,44.0,9.0,33.0,2.0,11
300,Sundance,North America,USA,3.1,665.0,44.0,15.0,20.0,9.0,7
300,La Pierre Saint Martin,Europe,France,3.1,626.0,44.0,23.0,18.0,3.0,11
305,Tauplitz – Bad Mitterndorf,Europe,Austria,4.0,1069.0,43.5,18.5,19.0,6.0,17
306,Galtür – Silvapark,Europe,Austria,4.0,700.0,43.0,6.0,25.0,12.0,10
306,Sainte-Foy-Tarentaise,Europe,France,3.3,1070.0,43.0,10.0,27.0,6.0,6
306,Palandöken (Ejder 3200 World Ski Center),Asia,Turkey,3.2,992.0,43.0,19.0,11.0,13.0,16
306,Cranmore Mountain Resort,North America,USA,3.2,342.0,43.0,16.0,19.0,8.0,6
306,SuperBesse – Puy de Sancy,Europe,France,3.1,550.0,43.0,30.0,9.0,4.0,23
311,Turracher Höhe,Europe,Austria,4.3,805.0,42.7,14.5,25.0,3.2,15
312,Kreischberg,Europe,Austria,4.2,1250.0,42.5,17.5,16.0,9.0,12
312,See,Europe,Austria,4.1,1530.0,42.5,7.2,27.0,8.3,11
312,Plose – Brixen (Bressanone),Europe,Italy,4.0,1466.0,42.5,19.5,9.5,13.5,7
312,Hovden,Europe,Norway,3.7,420.0,42.5,23.1,17.7,1.7,9
316,Beidahu,Asia,China,3.3,875.0,42.4,15.3,17.2,9.9,17
317,Steinplatte-Winklmoosalm – Waidring/Reit im Winkl,Europe,Austria,4.2,1120.0,42.0,20.0,20.0,2.0,14
317,Rusutsu,Asia,Japan,4.1,594.0,42.0,13.0,17.0,12.0,18
317,Peyragudes,Europe,France,4.0,800.0,42.0,21.0,18.0,3.0,19
317,Lindvallen/Högfjället (Sälen),Europe,Sweden,3.8,308.0,42.0,22.0,17.0,3.0,50
317,Val Senales Glacier (Schnalstaler Gletscher),Europe,Italy,3.7,1201.0,42.0,10.0,18.0,14.0,11
317,Kappl,Europe,Austria,3.7,1510.0,42.0,15.0,22.0,5.0,10
317,Tamarack Resort,North America,USA,3.3,857.0,42.0,12.0,20.0,10.0,7
317,Betelberg – Lenk,Europe,Switzerland,3.3,918.0,42.0,21.7,19.4,0.9,11
317,Sörenberg – Rothorn/Dorf,Europe,Switzerland,3.2,1188.0,42.0,24.0,10.0,8.0,14
317,Evolène,Europe,Switzerland,3.1,1228.0,42.0,15.5,10.6,15.9,5
327,Speikboden – Skiworld Ahrntal,Europe,Italy,4.2,1450.0,41.5,22.8,13.0,5.7,8
327,Courmayeur – Chécrouit/Val Veny,Europe,Italy,3.3,1550.0,41.5,16.0,21.5,4.0,18
329,Jakobshorn (Davos Klosters),Europe,Switzerland,4.2,1033.0,41.2,25.5,13.2,2.5,13
330,Idre Fjäll,Europe,Sweden,3.9,302.0,41.0,17.0,22.0,2.0,24
330,June Mountain,North America,USA,3.6,787.0,41.0,6.2,16.4,18.4,7
330,Balderschwang – Hochschelpen/Riedberger Horn,Europe,Germany,3.3,500.0,41.0,15.9,14.2,10.9,13
330,Lookout Pass,North America,USA,3.1,503.0,41.0,6.0,17.0,18.0,5
330,Le Mont-Dore,Europe,France,3.0,640.0,41.0,30.0,10.0,1.0,14
335,Klausberg – Skiworld Ahrntal,Europe,Italy,4.3,1460.0,40.5,19.4,14.3,6.8,11
336,Carezza,Europe,Italy,4.2,1155.0,40.0,19.0,16.2,4.8,13
336,Großglockner Resort Kals-Matrei,Europe,Austria,4.2,1493.0,40.0,8.5,25.5,6.0,12
336,Elm im Sernftal,Europe,Switzerland,3.7,1085.0,40.0,15.0,20.0,5.0,5
336,Paganella – Andalo,Europe,Italy,4.1,1085.0,40.0,11.0,27.0,2.0,15
336,Hochzeiger – Jerzens,Europe,Austria,4.1,1038.0,40.0,10.0,22.0,8.0,9
336,St. Johann in Tirol/Oberndorf – Harschbichl,Europe,Austria,4.0,945.0,40.0,21.5,18.0,0.5,10
336,Cardrona,Australia and Oceania,New Zealand,4.0,634.0,40.0,9.0,20.0,11.0,8
336,Brigels/Waltensburg/Andiast,Europe,Switzerland,4.0,1316.0,40.0,11.0,26.0,3.0,10
336,Pitztal Glacier (Pitztaler Gletscher),Europe,Austria,3.8,755.0,40.0,8.0,30.0,2.0,7
336,Lauchernalp – Lötschental,Europe,Switzerland,3.8,1697.0,40.0,18.0,15.0,7.0,6
336,Garmisch-Classic – Garmisch-Partenkirchen,Europe,Germany,3.8,1310.0,40.0,12.0,18.0,10.0,18
336,Diedamskopf – Schoppernau,Europe,Austria,3.7,1240.0,40.0,13.0,18.0,9.0,9
336,Mt. Hutt,Australia and Oceania,New Zealand,3.7,648.0,40.0,10.0,20.0,10.0,5
336,Coronet Peak,Australia and Oceania,New Zealand,3.7,462.0,40.0,8.0,16.0,16.0,8
336,Meran 2000,Europe,Italy,3.7,741.0,40.0,12.0,25.0,3.0,8
336,Lutsen Mountains,North America,USA,3.2,252.0,40.0,8.0,19.0,13.0,7
336,Gunstock,North America,USA,3.1,426.0,40.0,5.0,25.0,10.0,6
336,Klewenalp/Stockhütte – Beckenried/Emmetten,Europe,Switzerland,3.1,739.0,40.0,15.0,25.0,0.0,15
336,Valle Nevado,South America,Chile,3.1,810.0,40.0,4.0,14.4,21.6,17
336,Port del Comte,Europe,Spain,3.1,565.0,40.0,20.0,15.0,5.0,14
336,San Bernardino,Europe,Switzerland,3.1,873.0,40.0,17.0,20.0,3.0,11
336,Mzaar – Kfardebian,Asia,Lebanon,3.1,615.0,40.0,9.0,16.0,15.0,20
336,Métabief,Europe,France,3.0,463.0,40.0,19.6,18.0,2.4,17
336,Guzet,Europe,France,3.0,942.0,40.0,20.0,14.0,6.0,15
336,Gérardmer – La Mauselaine,Europe,France,3.0,370.0,40.0,24.0,14.0,2.0,19
336,Glenshee,Europe,United Kingdom,2.9,250.0,40.0,24.0,10.0,6.0,21
336,Chabanon,Europe,France,2.9,479.0,40.0,18.0,15.0,7.0,12
336,Les Mosses/La Lécherette,Europe,Switzerland,2.8,495.0,40.0,10.0,30.0,0.0,14
364,Hinterstoder – Höss,Europe,Austria,4.0,1400.0,39.9,12.0,18.0,9.9,13
364,Astún,Europe,Spain,3.2,617.0,39.9,16.8,18.8,4.3,12
366,Kvitfjell,Europe,Norway,4.2,847.0,39.0,21.5,12.5,5.0,14
366,Le Massif de Charlevoix,North America,Canada,3.7,770.0,39.0,12.0,16.0,11.0,9
366,Stevens Pass,North America,USA,3.3,580.0,39.0,6.0,18.0,15.0,10
369,Axamer Lizum,Europe,Austria,3.9,780.0,38.5,6.5,23.3,8.7,9
369,Levi,Europe,Finland,4.3,335.0,38.5,17.5,18.1,2.9,26
369,Belalp – Blatten,Europe,Switzerland,4.1,1796.0,38.5,15.1,12.1,11.3,13
369,Whiteface – Lake Placid,North America,USA,3.7,969.0,38.5,8.9,17.2,12.4,12
373,Sommet Saint-Sauveur,North America,Canada,3.7,213.0,38.0,10.0,20.0,8.0,8
373,Powderhorn,North America,USA,3.2,501.0,38.0,5.0,15.0,18.0,3
373,La Parva,South America,Chile,3.0,921.0,38.0,12.0,20.0,6.0,15
373,Tänndalen,Europe,Sweden,3.0,295.0,38.0,20.0,15.0,3.0,17
377,Hochoetz – Oetz,Europe,Austria,4.0,862.0,37.5,12.0,21.5,4.0,15
378,Valchiavenna – Madesimo/Campodolcino,Europe,Italy,3.3,1398.0,37.0,15.0,19.0,3.0,10
378,Arizona Snowbowl,North America,USA,3.2,701.0,37.0,12.0,14.0,11.0,6
378,Attitash Mountain Resort,North America,USA,3.2,533.0,37.0,7.4,17.4,12.2,8
378,Les Brasses,Europe,France,3.1,600.0,37.0,18.5,15.0,3.5,12
378,Hudson Bay Mountain – Smithers,North America,Canada,3.0,508.0,37.0,18.0,13.0,6.0,4
383,Szczyrk Mountain Resort,Europe,Poland,3.6,733.0,36.6,22.4,9.8,4.4,10
384,Moelltal Glacier (Mölltaler Gletscher),Europe,Austria,3.7,1014.0,36.0,6.5,20.0,9.5,9
384,Berwang/Bichlbach/Rinnen,Europe,Austria,3.9,664.0,36.0,19.2,15.2,1.6,13
384,Melchsee-Frutt (Kerns),Europe,Switzerland,3.3,1175.0,36.0,20.0,6.0,10.0,15
384,Wenatchee – Mission Ridge,North America,USA,3.2,686.0,36.0,4.0,21.0,11.0,4
384,Le Lys – Cauterets,Europe,France,3.2,685.0,36.0,21.0,12.0,3.0,11
384,Innerkrems – Kremsbrücke (Krems in Kärnten)  (temporarily closed),Europe,Austria,3.1,650.0,36.0,7.0,27.0,2.0,9
384,Trojena – Neom (planned),Asia,no data,nan,nan,36.0,nan,nan,nan,nan
391,Valinouët,North America,Canada,3.0,350.0,35.6,7.6,13.4,14.6,6
392,Stoos – Fronalpstock/Klingenstock,Europe,Switzerland,3.8,635.0,35.0,4.0,21.0,10.0,8
392,Diavolezza/Lagalb,Europe,Switzerland,3.6,913.0,35.0,0.0,27.0,8.0,5
392,Gaustablikk – Rjukan,Europe,Norway,3.5,550.0,35.0,21.0,10.0,4.0,14
392,Mont Blanc,North America,Canada,3.3,210.0,35.0,7.0,12.0,16.0,5
392,Yabuli,Asia,China,3.3,918.0,35.0,3.0,19.0,13.0,11
392,Vercorin,Europe,Switzerland,3.2,1034.0,35.0,13.0,19.0,3.0,10
392,Grand Targhee,North America,USA,3.2,738.0,35.0,5.0,15.0,15.0,6
392,St. Pierre de Chartreuse – Le Planolet,Europe,France,3.2,900.0,35.0,18.0,12.0,5.0,5
392,Panticosa,Europe,Spain,3.2,1058.0,35.0,11.0,21.0,3.0,10
392,Mariborsko Pohorje – Maribor,Europe,Slovenia,3.1,999.0,35.0,20.0,12.0,3.0,14
392,Chapelco,South America,Argentina,3.1,715.0,35.0,8.0,10.0,17.0,13
392,Piani di Bobbio,Europe,Italy,3.1,610.0,35.0,15.0,10.0,10.0,12
392,Hachikogen/Hachi Kita Kogen,Asia,Japan,3.1,641.0,35.0,12.0,15.5,7.5,23
392,Le Collet d'Allevard,Europe,France,3.1,690.0,35.0,20.0,13.0,2.0,11
392,Baldy Mountain Resort,North America,Canada,3.1,577.0,35.0,10.0,15.0,10.0,3
392,Nevados de Chillán,South America,Chile,3.0,870.0,35.0,10.0,15.0,10.0,14
392,Nax – Mont-Noble,Europe,Switzerland,3.0,1145.0,35.0,15.0,20.0,0.0,6
392,Cerro Castor,South America,Argentina,3.0,763.0,35.0,8.2,17.8,9.0,13
392,Sangiacomo/Cardini – Monte Alpet,Europe,Italy,3.0,513.0,35.0,13.0,12.0,10.0,8
392,Albiez-Montrond,Europe,France,3.0,580.0,35.0,25.0,7.0,3.0,7
392,Céüze 2000 – Gap  (temporarily closed),Europe,France,2.8,470.0,35.0,20.0,15.0,0.0,8
413,Gudauri,Asia,Georgia,3.3,1283.0,34.8,4.6,19.4,10.8,17
413,Madarao/Tangram,Asia,Japan,3.1,540.0,34.8,10.4,12.2,12.2,16
415,Geilo,Europe,Norway,3.9,399.0,34.2,18.0,12.0,4.2,20
416,Loser – Altaussee,Europe,Austria,3.7,950.0,34.0,21.0,12.0,1.0,8
416,Fellhorn/Kanzelwand – Oberstdorf/Riezlern,Europe,Germany,3.9,1047.0,34.0,13.0,19.0,2.0,14
416,Stoneham,North America,Canada,3.8,345.0,34.0,6.0,9.0,19.0,6
416,Buttermilk Mountain,North America,USA,3.7,619.0,34.0,11.9,13.3,8.8,5
416,Grüsch Danusa,Europe,Switzerland,3.6,1200.0,34.0,8.0,20.0,6.0,6
416,Santa Fé,North America,USA,3.1,525.0,34.0,9.0,15.0,10.0,5
416,Camelback,North America,USA,3.0,243.0,34.0,20.0,11.0,3.0,9
416,Snow Valley,North America,USA,3.0,340.0,34.0,4.0,20.0,10.0,9
424,Yuzawa Kogen/Gala Yuzawa/Ishiuchi Maruyama,Asia,Japan,3.1,925.0,33.8,14.8,12.0,7.0,30
425,Walmendingerhorn/Heuberg – Mittelberg/Hirschegg,Europe,Austria,3.4,876.0,33.7,19.5,11.9,2.3,13
426,Grouse Mountain,North America,Canada,3.3,400.0,33.0,5.2,14.4,13.4,7
426,Changbaishan Wanda,Asia,China,3.3,370.0,33.0,9.0,12.0,12.0,12
426,Piau-Engaly,Europe,France,3.1,763.0,33.0,18.0,11.0,4.0,9
426,Abriès,Europe,France,3.0,1000.0,33.0,15.0,15.0,3.0,7
426,Pats Peak,North America,USA,3.0,246.0,33.0,10.0,8.0,15.0,9
426,Molines-en-Queyras/Saint-Véran,Europe,France,3.0,1050.0,33.0,20.0,12.0,1.0,13
432,San Domenico – Alpe Ciamporino,Europe,Italy,3.3,1080.0,32.6,5.7,12.8,14.1,4
433,Rauriser Hochalmbahnen – Rauris,Europe,Austria,3.8,1225.0,32.5,15.0,12.5,5.0,10
434,Riesneralm – Donnersbachwald,Europe,Austria,3.8,847.0,32.2,20.2,9.0,3.0,8
435,Macugnaga,Europe,Italy,3.1,1553.0,32.1,7.0,22.1,3.0,9
436,Stöten,Europe,Sweden,4.0,392.0,32.0,26.0,3.0,3.0,24
436,Furano,Asia,Japan,4.0,829.0,32.0,15.0,13.0,4.0,9
436,Myrkdalen,Europe,Norway,3.8,610.0,32.0,14.0,13.5,4.5,9
436,Oberjoch (Bad Hindelang) – Iseler,Europe,Germany,3.7,429.0,32.0,6.0,24.0,2.0,5
436,Shahdag (Şahdağ),Asia,Azerbaijan,3.3,1117.0,32.0,9.1,14.1,8.8,17
436,Tschiertschen,Europe,Switzerland,3.1,1031.0,32.0,15.0,14.0,3.0,4
436,Luchon-Superbagnères,Europe,France,3.1,660.0,32.0,16.0,10.0,6.0,11
436,Bonneval sur Arc,Europe,France,3.0,1150.0,32.0,9.0,19.5,3.5,10
436,Antillanca,South America,Chile,3.0,500.0,32.0,8.3,14.7,9.0,5
436,Gavarnie/Gèdre – Les Espécières,Europe,France,2.9,462.0,32.0,16.0,12.0,4.0,7
436,Cairngorm Mountain,Europe,United Kingdom,2.9,590.0,32.0,24.0,6.0,2.0,11
447,Sainte-Anne la Condamine – La Condamine-Châtelard,Europe,France,3.0,570.0,31.6,18.3,10.5,2.8,6
448,Keilberg (Klínovec),Europe,Czech Republic,3.3,481.0,31.5,17.3,10.5,3.7,19
449,Sudelfeld – Bayrischzell,Europe,Germany,3.7,713.0,31.2,7.7,18.7,4.8,13
450,Gemsstock – Andermatt,Europe,Switzerland,3.6,1517.0,31.0,0.0,14.0,17.0,4
450,Lake Songhua Resort,Asia,China,3.3,570.0,31.0,15.0,12.0,4.0,7
450,Timberline,North America,USA,3.3,1125.0,31.0,8.0,15.0,8.0,7
450,Wanfeng – Tonghua,Asia,China,3.3,550.0,31.0,12.0,10.0,9.0,5
450,Glacier 3000 – Les Diablerets,Europe,Switzerland,3.2,1673.0,31.0,14.5,5.5,11.0,11
450,Snowshoe Mountain,North America,USA,3.1,478.0,31.0,14.0,11.0,6.0,12
450,Sandia Peak,North America,USA,3.0,510.0,31.0,8.0,20.0,3.0,5
450,Montana Snowbowl,North America,USA,3.0,793.0,31.0,5.0,12.0,14.0,6
450,Mont Edouard – L'Anse-Saint-Jean,North America,Canada,3.0,450.0,31.0,7.0,9.0,15.0,3
